user_id,event_type,event_date,channel,device,revenue
132,view_product,2026-05-29 17:00:00,search,mobile,0
132,add_to_cart,2026-05-31 12:00:00,search,mobile,0
133,view_product,2026-05-06 04:00:00,email,mobile,0
133,add_to_cart,2026-05-07 21:00:00,email,mobile,0
134,view_product,2026-05-30 11:00:00,referral,mobile,0
135,view_product,2026-05-29 04:00:00,email,mobile,0
136,view_product,2026-05-04 21:00:00,search,mobile,0
137,view_product,2026-05-12 02:00:00,email,tablet,0
139,view_product,2026-05-24 20:00:00,referral,mobile,0
140,view_product,2026-05-06 05:00:00,organic,tablet,0
141,view_product,2026-05-11 04:00:00,search,tablet,0
142,view_product,2026-05-07 05:00:00,organic,mobile,0
143,view_product,2026-05-25 22:00:00,email,mobile,0
143,add_to_cart,2026-05-27 01:00:00,email,mobile,0
145,view_product,2026-05-11 03:00:00,organic,desktop,0
146,view_product,2026-05-05 21:00:00,paid_social,desktop,0
147,view_product,2026-05-27 22:00:00,search,desktop,0
148,view_product,2026-05-24 23:00:00,organic,mobile,0
149,view_product,2026-05-25 16:00:00,referral,desktop,0
150,view_product,2026-05-26 11:00:00,email,desktop,0
151,view_product,2026-05-10 07:00:00,paid_social,desktop,0
152,view_product,2026-05-16 06:00:00,paid_social,mobile,0
155,view_product,2026-05-23 04:00:00,search,mobile,0
156,view_product,2026-05-29 07:00:00,organic,mobile,0
157,view_product,2026-05-15 17:00:00,email,desktop,0
159,view_product,2026-05-07 00:00:00,paid_social,desktop,0
159,add_to_cart,2026-05-07 14:00:00,paid_social,desktop,0
159,purchase,2026-05-08 00:00:00,paid_social,desktop,29
160,view_product,2026-05-26 13:00:00,search,desktop,0
161,view_product,2026-05-10 22:00:00,paid_social,desktop,0
162,view_product,2026-05-13 06:00:00,organic,tablet,0
162,add_to_cart,2026-05-14 22:00:00,organic,tablet,0
163,view_product,2026-05-12 18:00:00,search,mobile,0
163,add_to_cart,2026-05-14 02:00:00,search,mobile,0
164,view_product,2026-05-09 00:00:00,organic,mobile,0
164,add_to_cart,2026-05-10 07:00:00,organic,mobile,0
165,view_product,2026-05-20 03:00:00,search,desktop,0
166,view_product,2026-05-17 21:00:00,paid_social,desktop,0
167,view_product,2026-05-07 15:00:00,search,mobile,0
168,view_product,2026-05-15 17:00:00,organic,desktop,0
168,add_to_cart,2026-05-16 09:00:00,organic,desktop,0
169,view_product,2026-05-01 14:00:00,email,desktop,0
169,add_to_cart,2026-05-02 12:00:00,email,desktop,0
169,purchase,2026-05-05 01:00:00,email,desktop,29
170,view_product,2026-06-03 14:00:00,organic,mobile,0
170,add_to_cart,2026-06-04 17:00:00,organic,mobile,0
170,purchase,2026-06-05 10:00:00,organic,mobile,99
171,view_product,2026-05-06 16:00:00,email,desktop,0
172,view_product,2026-05-18 08:00:00,organic,mobile,0
173,view_product,2026-06-01 20:00:00,organic,mobile,0
174,view_product,2026-05-15 22:00:00,search,tablet,0
175,view_product,2026-05-23 09:00:00,paid_social,desktop,0
176,view_product,2026-05-19 10:00:00,search,desktop,0
177,view_product,2026-05-17 06:00:00,paid_social,tablet,0
178,view_product,2026-05-18 23:00:00,email,desktop,0
180,view_product,2026-05-27 09:00:00,search,desktop,0
180,add_to_cart,2026-05-28 07:00:00,search,desktop,0
181,view_product,2026-05-20 07:00:00,paid_social,mobile,0
184,view_product,2026-05-04 04:00:00,organic,mobile,0
184,add_to_cart,2026-05-05 19:00:00,organic,mobile,0
185,view_product,2026-05-25 22:00:00,organic,mobile,0
186,view_product,2026-05-19 11:00:00,paid_social,mobile,0
187,view_product,2026-05-17 01:00:00,organic,desktop,0
187,add_to_cart,2026-05-18 13:00:00,organic,desktop,0
188,view_product,2026-05-13 08:00:00,referral,desktop,0
189,view_product,2026-05-26 12:00:00,organic,desktop,0
190,view_product,2026-05-20 03:00:00,paid_social,mobile,0
190,add_to_cart,2026-05-20 09:00:00,paid_social,mobile,0
191,view_product,2026-05-15 21:00:00,organic,mobile,0
192,view_product,2026-05-31 15:00:00,referral,mobile,0
192,add_to_cart,2026-06-02 10:00:00,referral,mobile,0
192,purchase,2026-06-04 15:00:00,referral,mobile,29
193,view_product,2026-05-25 04:00:00,search,desktop,0
193,add_to_cart,2026-05-27 04:00:00,search,desktop,0
194,view_product,2026-05-29 16:00:00,organic,mobile,0
195,view_product,2026-05-19 08:00:00,paid_social,mobile,0
196,view_product,2026-05-23 10:00:00,search,mobile,0
199,view_product,2026-05-22 15:00:00,search,mobile,0
200,view_product,2026-05-24 17:00:00,paid_social,desktop,0
201,view_product,2026-05-06 04:00:00,organic,mobile,0
203,view_product,2026-05-29 15:00:00,paid_social,desktop,0
205,view_product,2026-05-17 20:00:00,organic,mobile,0
207,view_product,2026-05-22 08:00:00,organic,mobile,0
208,view_product,2026-05-08 10:00:00,organic,mobile,0
209,view_product,2026-05-10 23:00:00,organic,mobile,0
210,view_product,2026-05-08 07:00:00,search,mobile,0
211,view_product,2026-05-27 16:00:00,organic,mobile,0
212,view_product,2026-05-25 05:00:00,search,desktop,0
212,add_to_cart,2026-05-26 15:00:00,search,desktop,0
213,view_product,2026-05-07 19:00:00,email,mobile,0
213,add_to_cart,2026-05-08 00:00:00,email,mobile,0
214,view_product,2026-05-11 20:00:00,organic,mobile,0
214,add_to_cart,2026-05-12 14:00:00,organic,mobile,0
215,view_product,2026-05-12 09:00:00,search,tablet,0
216,view_product,2026-05-15 15:00:00,paid_social,desktop,0
217,view_product,2026-05-08 18:00:00,search,desktop,0
219,view_product,2026-06-02 18:00:00,search,desktop,0
219,add_to_cart,2026-06-03 16:00:00,search,desktop,0
219,purchase,2026-06-06 07:00:00,search,desktop,499
220,view_product,2026-05-30 20:00:00,referral,desktop,0
220,add_to_cart,2026-06-01 13:00:00,referral,desktop,0
221,view_product,2026-05-14 19:00:00,paid_social,desktop,0
222,view_product,2026-05-05 07:00:00,paid_social,mobile,0
223,view_product,2026-05-30 06:00:00,paid_social,mobile,0
224,view_product,2026-05-17 08:00:00,referral,desktop,0
224,add_to_cart,2026-05-18 12:00:00,referral,desktop,0
225,view_product,2026-05-31 04:00:00,paid_social,mobile,0
226,view_product,2026-05-07 21:00:00,search,tablet,0
227,view_product,2026-05-13 10:00:00,search,tablet,0
227,add_to_cart,2026-05-14 16:00:00,search,tablet,0
228,view_product,2026-05-30 23:00:00,paid_social,mobile,0
229,view_product,2026-05-25 19:00:00,search,mobile,0
231,view_product,2026-06-03 15:00:00,paid_social,desktop,0
231,add_to_cart,2026-06-04 17:00:00,paid_social,desktop,0
232,view_product,2026-05-23 14:00:00,search,mobile,0
233,view_product,2026-05-05 02:00:00,paid_social,mobile,0
233,add_to_cart,2026-05-06 03:00:00,paid_social,mobile,0
235,view_product,2026-05-12 08:00:00,organic,desktop,0
236,view_product,2026-06-02 18:00:00,organic,mobile,0
237,view_product,2026-05-10 06:00:00,organic,desktop,0
237,add_to_cart,2026-05-11 10:00:00,organic,desktop,0
238,view_product,2026-05-16 15:00:00,search,mobile,0
239,view_product,2026-05-17 05:00:00,search,mobile,0
239,add_to_cart,2026-05-17 09:00:00,search,mobile,0
239,purchase,2026-05-17 18:00:00,search,mobile,49
240,view_product,2026-05-28 04:00:00,organic,mobile,0
242,view_product,2026-05-20 01:00:00,paid_social,desktop,0
243,view_product,2026-05-12 03:00:00,paid_social,desktop,0
243,add_to_cart,2026-05-13 19:00:00,paid_social,desktop,0
244,view_product,2026-05-12 07:00:00,paid_social,mobile,0
244,add_to_cart,2026-05-13 22:00:00,paid_social,mobile,0
245,view_product,2026-05-14 11:00:00,organic,mobile,0
246,view_product,2026-05-11 18:00:00,paid_social,desktop,0
246,add_to_cart,2026-05-12 09:00:00,paid_social,desktop,0
246,purchase,2026-05-14 11:00:00,paid_social,desktop,49
247,view_product,2026-05-26 02:00:00,search,mobile,0
248,view_product,2026-05-26 15:00:00,paid_social,desktop,0
248,add_to_cart,2026-05-27 07:00:00,paid_social,desktop,0
249,view_product,2026-05-28 19:00:00,paid_social,mobile,0
249,add_to_cart,2026-05-29 07:00:00,paid_social,mobile,0
250,view_product,2026-05-04 07:00:00,email,mobile,0
251,view_product,2026-05-16 12:00:00,organic,mobile,0
252,view_product,2026-05-18 13:00:00,organic,mobile,0
253,view_product,2026-05-07 12:00:00,search,desktop,0
254,view_product,2026-05-05 17:00:00,search,desktop,0
255,view_product,2026-05-09 15:00:00,email,desktop,0
257,view_product,2026-05-02 15:00:00,organic,desktop,0
258,view_product,2026-05-07 19:00:00,email,mobile,0
258,add_to_cart,2026-05-08 05:00:00,email,mobile,0
259,view_product,2026-05-08 21:00:00,search,desktop,0
259,add_to_cart,2026-05-09 23:00:00,search,desktop,0
259,purchase,2026-05-11 16:00:00,search,desktop,99
260,view_product,2026-05-10 09:00:00,organic,desktop,0
261,view_product,2026-05-13 00:00:00,organic,mobile,0
262,view_product,2026-05-23 22:00:00,email,desktop,0
262,add_to_cart,2026-05-25 20:00:00,email,desktop,0
263,view_product,2026-05-28 11:00:00,search,desktop,0
263,add_to_cart,2026-05-29 19:00:00,search,desktop,0
264,view_product,2026-05-16 02:00:00,paid_social,mobile,0
265,view_product,2026-05-30 11:00:00,search,mobile,0
266,view_product,2026-05-20 05:00:00,search,desktop,0
266,add_to_cart,2026-05-21 19:00:00,search,desktop,0
267,view_product,2026-05-25 01:00:00,organic,desktop,0
268,view_product,2026-05-22 02:00:00,organic,desktop,0
269,view_product,2026-05-10 22:00:00,organic,desktop,0
270,view_product,2026-05-10 08:00:00,organic,mobile,0
271,view_product,2026-05-23 08:00:00,paid_social,mobile,0
272,view_product,2026-05-13 09:00:00,search,desktop,0
272,add_to_cart,2026-05-13 14:00:00,search,desktop,0
272,purchase,2026-05-14 02:00:00,search,desktop,149
273,view_product,2026-05-20 05:00:00,organic,mobile,0
273,add_to_cart,2026-05-21 12:00:00,organic,mobile,0
275,view_product,2026-05-23 19:00:00,email,mobile,0
276,view_product,2026-05-04 08:00:00,paid_social,desktop,0
277,view_product,2026-05-30 14:00:00,organic,mobile,0
278,view_product,2026-05-03 04:00:00,organic,mobile,0
279,view_product,2026-05-24 10:00:00,email,tablet,0
280,view_product,2026-05-19 00:00:00,organic,desktop,0
282,view_product,2026-05-19 01:00:00,paid_social,mobile,0
284,view_product,2026-05-24 11:00:00,organic,mobile,0
285,view_product,2026-05-23 14:00:00,email,desktop,0
285,add_to_cart,2026-05-23 22:00:00,email,desktop,0
286,view_product,2026-05-05 01:00:00,referral,desktop,0
286,add_to_cart,2026-05-06 02:00:00,referral,desktop,0
286,purchase,2026-05-07 15:00:00,referral,desktop,99
287,view_product,2026-05-14 12:00:00,search,desktop,0
288,view_product,2026-05-10 14:00:00,paid_social,desktop,0
290,view_product,2026-05-18 18:00:00,search,mobile,0
291,view_product,2026-05-05 16:00:00,paid_social,mobile,0
292,view_product,2026-05-14 04:00:00,search,desktop,0
293,view_product,2026-05-15 11:00:00,paid_social,mobile,0
294,view_product,2026-05-25 12:00:00,referral,desktop,0
294,add_to_cart,2026-05-26 12:00:00,referral,desktop,0
294,purchase,2026-05-29 03:00:00,referral,desktop,49
295,view_product,2026-05-21 20:00:00,organic,mobile,0
296,view_product,2026-05-13 23:00:00,paid_social,tablet,0
296,add_to_cart,2026-05-14 19:00:00,paid_social,tablet,0
297,view_product,2026-05-14 14:00:00,email,desktop,0
297,add_to_cart,2026-05-15 16:00:00,email,desktop,0
298,view_product,2026-05-02 14:00:00,search,mobile,0
298,add_to_cart,2026-05-02 18:00:00,search,mobile,0
298,purchase,2026-05-03 13:00:00,search,mobile,299
300,view_product,2026-05-20 11:00:00,email,desktop,0
301,view_product,2026-05-30 13:00:00,organic,mobile,0
301,add_to_cart,2026-05-31 08:00:00,organic,mobile,0
302,view_product,2026-05-08 01:00:00,referral,mobile,0
304,view_product,2026-05-23 10:00:00,search,mobile,0
304,add_to_cart,2026-05-24 19:00:00,search,mobile,0
304,purchase,2026-05-25 08:00:00,search,mobile,29
305,view_product,2026-05-08 01:00:00,paid_social,mobile,0
305,add_to_cart,2026-05-08 15:00:00,paid_social,mobile,0
306,view_product,2026-05-17 12:00:00,organic,tablet,0
306,add_to_cart,2026-05-19 04:00:00,organic,tablet,0
307,view_product,2026-06-01 11:00:00,organic,tablet,0
307,add_to_cart,2026-06-02 21:00:00,organic,tablet,0
309,view_product,2026-05-26 16:00:00,organic,desktop,0
309,add_to_cart,2026-05-28 04:00:00,organic,desktop,0
310,view_product,2026-05-14 04:00:00,email,tablet,0
311,view_product,2026-05-13 22:00:00,paid_social,mobile,0
312,view_product,2026-05-09 04:00:00,referral,mobile,0
312,add_to_cart,2026-05-09 17:00:00,referral,mobile,0
312,purchase,2026-05-11 19:00:00,referral,mobile,49
313,view_product,2026-05-29 09:00:00,organic,mobile,0
313,add_to_cart,2026-05-29 18:00:00,organic,mobile,0
313,purchase,2026-05-30 19:00:00,organic,mobile,99
315,view_product,2026-06-03 18:00:00,email,mobile,0
315,add_to_cart,2026-06-04 08:00:00,email,mobile,0
315,purchase,2026-06-04 17:00:00,email,mobile,49
316,view_product,2026-05-06 15:00:00,organic,mobile,0
317,view_product,2026-05-20 21:00:00,search,desktop,0
318,view_product,2026-05-31 10:00:00,organic,mobile,0
322,view_product,2026-05-17 17:00:00,organic,desktop,0
324,view_product,2026-06-04 10:00:00,email,mobile,0
325,view_product,2026-05-27 18:00:00,email,desktop,0
326,view_product,2026-05-09 07:00:00,paid_social,mobile,0
326,add_to_cart,2026-05-09 09:00:00,paid_social,mobile,0
327,view_product,2026-05-21 09:00:00,referral,mobile,0
328,view_product,2026-05-07 01:00:00,email,mobile,0
329,view_product,2026-05-19 03:00:00,referral,mobile,0
330,view_product,2026-05-06 07:00:00,paid_social,desktop,0
331,view_product,2026-05-05 22:00:00,organic,desktop,0
332,view_product,2026-05-14 12:00:00,paid_social,desktop,0
333,view_product,2026-05-21 07:00:00,organic,mobile,0
333,add_to_cart,2026-05-22 14:00:00,organic,mobile,0
334,view_product,2026-05-24 01:00:00,email,mobile,0
336,view_product,2026-05-19 00:00:00,email,mobile,0
336,add_to_cart,2026-05-20 00:00:00,email,mobile,0
336,purchase,2026-05-21 07:00:00,email,mobile,99
339,view_product,2026-05-15 12:00:00,referral,desktop,0
340,view_product,2026-05-24 19:00:00,email,mobile,0
341,view_product,2026-05-27 10:00:00,organic,mobile,0
343,view_product,2026-05-12 23:00:00,paid_social,mobile,0
343,add_to_cart,2026-05-14 10:00:00,paid_social,mobile,0
346,view_product,2026-05-18 20:00:00,search,mobile,0
346,add_to_cart,2026-05-19 00:00:00,search,mobile,0
346,purchase,2026-05-19 23:00:00,search,mobile,29
347,view_product,2026-06-01 21:00:00,search,mobile,0
349,view_product,2026-05-05 02:00:00,email,mobile,0
349,add_to_cart,2026-05-05 22:00:00,email,mobile,0
350,view_product,2026-05-14 02:00:00,search,mobile,0
351,view_product,2026-05-16 05:00:00,referral,tablet,0
353,view_product,2026-05-11 18:00:00,paid_social,mobile,0
353,add_to_cart,2026-05-13 04:00:00,paid_social,mobile,0
353,purchase,2026-05-14 17:00:00,paid_social,mobile,29
354,view_product,2026-05-15 05:00:00,email,mobile,0
355,view_product,2026-05-13 15:00:00,search,desktop,0
356,view_product,2026-05-23 12:00:00,organic,tablet,0
357,view_product,2026-05-27 15:00:00,paid_social,mobile,0
358,view_product,2026-06-01 09:00:00,search,desktop,0
358,add_to_cart,2026-06-03 07:00:00,search,desktop,0
359,view_product,2026-05-03 09:00:00,referral,desktop,0
360,view_product,2026-05-30 04:00:00,referral,mobile,0
361,view_product,2026-05-26 18:00:00,organic,desktop,0
362,view_product,2026-05-11 04:00:00,search,desktop,0
362,add_to_cart,2026-05-11 09:00:00,search,desktop,0
363,view_product,2026-05-24 18:00:00,email,desktop,0
363,add_to_cart,2026-05-26 01:00:00,email,desktop,0
364,view_product,2026-05-27 21:00:00,email,desktop,0
365,view_product,2026-06-02 09:00:00,search,mobile,0
366,view_product,2026-05-29 20:00:00,paid_social,desktop,0
366,add_to_cart,2026-05-30 07:00:00,paid_social,desktop,0
367,view_product,2026-05-24 01:00:00,organic,tablet,0
369,view_product,2026-05-08 14:00:00,email,desktop,0
370,view_product,2026-05-17 10:00:00,paid_social,tablet,0
372,view_product,2026-05-21 13:00:00,referral,mobile,0
374,view_product,2026-05-08 05:00:00,organic,tablet,0
374,add_to_cart,2026-05-08 16:00:00,organic,tablet,0
375,view_product,2026-05-31 10:00:00,search,desktop,0
375,add_to_cart,2026-05-31 19:00:00,search,desktop,0
375,purchase,2026-06-03 11:00:00,search,desktop,499
377,view_product,2026-05-15 01:00:00,organic,mobile,0
378,view_product,2026-05-14 10:00:00,paid_social,mobile,0
379,view_product,2026-05-22 03:00:00,search,mobile,0
381,view_product,2026-05-05 04:00:00,search,mobile,0
381,add_to_cart,2026-05-06 23:00:00,search,mobile,0
382,view_product,2026-05-22 16:00:00,email,desktop,0
382,add_to_cart,2026-05-24 02:00:00,email,desktop,0
383,view_product,2026-06-03 06:00:00,search,desktop,0
386,view_product,2026-05-07 18:00:00,referral,mobile,0
387,view_product,2026-05-19 01:00:00,organic,mobile,0
387,add_to_cart,2026-05-19 03:00:00,organic,mobile,0
388,view_product,2026-05-18 15:00:00,organic,mobile,0
389,view_product,2026-05-25 19:00:00,referral,desktop,0
392,view_product,2026-05-29 09:00:00,paid_social,mobile,0
395,view_product,2026-05-16 08:00:00,organic,desktop,0
395,add_to_cart,2026-05-16 09:00:00,organic,desktop,0
396,view_product,2026-05-21 07:00:00,referral,desktop,0
396,add_to_cart,2026-05-22 11:00:00,referral,desktop,0
396,purchase,2026-05-22 21:00:00,referral,desktop,199
397,view_product,2026-05-06 13:00:00,paid_social,mobile,0
397,add_to_cart,2026-05-08 12:00:00,paid_social,mobile,0
398,view_product,2026-05-06 19:00:00,referral,desktop,0
399,view_product,2026-05-07 06:00:00,search,desktop,0
400,view_product,2026-05-20 07:00:00,referral,mobile,0
401,view_product,2026-05-16 10:00:00,organic,mobile,0
401,add_to_cart,2026-05-18 04:00:00,organic,mobile,0
401,purchase,2026-05-20 11:00:00,organic,mobile,29
402,view_product,2026-05-22 00:00:00,organic,desktop,0
402,add_to_cart,2026-05-24 00:00:00,organic,desktop,0
403,view_product,2026-05-20 21:00:00,organic,mobile,0
403,add_to_cart,2026-05-21 08:00:00,organic,mobile,0
404,view_product,2026-05-29 11:00:00,organic,desktop,0
404,add_to_cart,2026-05-30 06:00:00,organic,desktop,0
405,view_product,2026-05-30 20:00:00,referral,mobile,0
405,add_to_cart,2026-05-31 06:00:00,referral,mobile,0
407,view_product,2026-05-19 02:00:00,organic,mobile,0
